CustomerID,LastTransactionDate,LastTransactionDays,Complaints,Products,Exited
1496558,2025-10-28,14,0,4,1
7902450,2025-10-07,35,0,3,0
2322017,2025-10-27,15,0,1,0
2462958,2025-10-04,38,0,1,0
3403100,2025-10-08,34,3,4,0
7252271,2025-11-01,10,2,1,0
7743963,2025-10-09,33,3,2,0
5178477,2025-11-04,7,2,4,0
5723925,2025-10-10,32,0,3,0
8621180,2025-10-08,34,0,2,0
9921748,2025-10-28,14,0,3,0
9766354,2025-10-23,19,1,1,0
7165828,2025-10-08,34,0,1,0
8667211,2025-11-04,7,1,1,1
1986749,2025-10-14,28,1,1,0
7729279,2025-10-26,16,0,4,1
4221434,2025-11-03,8,0,3,0
8682474,2025-11-02,9,0,2,0
7605002,2025-10-30,12,0,2,0
3705661,2025-10-03,39,0,4,0
4900189,2025-10-23,19,3,1,0
1453620,2025-11-10,1,1,1,0
4939918,2025-10-31,11,0,4,0
3988052,2025-11-05,6,2,1,0
6947627,2025-11-05,6,2,4,0
8124239,2025-11-01,10,0,1,0
6842220,2025-10-22,20,1,4,0
8341609,2025-09-24,48,0,1,0
3653999,2025-11-10,1,1,3,1
8024690,2025-10-27,15,2,1,0
2093032,2025-10-20,22,2,1,0
9775176,2025-11-07,4,0,2,1
8764572,2025-10-12,30,2,3,1
2557743,2025-10-29,13,1,2,0
5592504,2025-11-08,3,1,2,0
9286477,2025-11-09,2,0,2,0
2030912,2025-10-06,36,1,4,0
1775814,2025-09-26,46,2,1,0
5316793,2025-10-21,21,1,4,0
4197444,2025-08-28,75,0,2,0
5355220,2025-11-08,3,0,1,1
3022720,2025-10-20,22,1,2,0
2286465,2025-09-08,64,1,4,1
2984275,2025-11-03,8,1,2,0
7228328,2025-11-08,3,0,4,0
2475560,2025-11-01,10,0,3,0
8221591,2025-10-26,16,0,1,0
9303283,2025-10-01,41,1,4,0
4572251,2025-11-01,10,1,3,0
2947828,2025-11-02,9,0,1,0
1203829,2025-09-27,45,1,2,0
9330082,2025-10-30,12,1,3,1
3024369,2025-09-28,44,0,2,0
7307024,2025-10-16,26,0,4,0
9901425,2025-11-08,3,2,3,1
4715918,2025-10-30,12,2,2,0
1154083,2025-10-10,32,0,2,1
2952054,2025-10-27,15,1,3,0
1203134,2025-11-02,9,2,1,0
4373709,2025-11-10,1,0,4,0
3480488,2025-10-25,17,2,3,0
2277794,2025-10-25,17,4,4,0
1994501,2025-10-26,16,4,3,0
2529664,2025-10-23,19,2,1,1
4746609,2025-11-08,3,2,4,0
7267486,2025-11-04,7,2,2,0
3243851,2025-10-06,36,0,2,0
3110618,2025-11-03,8,1,1,0
2255777,2025-10-15,27,1,2,1
2748217,2025-10-23,19,4,4,0
5470203,2025-10-24,18,1,1,0
3440589,2025-10-15,27,0,2,0
8214403,2025-11-10,1,0,3,0
9668536,2025-10-22,20,2,3,0
6001707,2025-10-25,17,0,1,1
2053577,2025-09-05,67,0,3,1
7450599,2025-10-04,38,2,4,0
1831270,2025-10-08,34,3,4,0
5501779,2025-10-23,19,1,1,0
3630958,2025-11-09,2,0,1,0
4657032,2025-10-26,16,3,1,0
8036788,2025-11-06,5,0,4,0
4537425,2025-11-09,2,2,4,1
8033337,2025-11-08,3,1,1,0
9625670,2025-10-26,16,0,2,0
5521110,2025-10-31,11,2,1,1
5344342,2025-10-24,18,0,1,0
2058324,2025-11-06,5,1,1,0
1561809,2025-10-14,28,1,2,0
4381650,2025-09-11,61,2,4,0
6221633,2025-10-24,18,0,3,0
8411346,2025-11-06,5,1,3,0
9465309,2025-11-10,1,2,3,1
4843035,2025-10-08,34,0,3,0
7308786,2025-11-03,8,0,1,0
5030611,2025-10-28,14,1,3,0
1853360,2025-09-01,71,0,4,0
7573517,2025-10-16,26,0,1,1
4290345,2025-10-11,31,0,1,0
8756112,2025-10-17,25,1,1,0
4058970,2025-11-10,1,2,4,0
4102071,2025-09-27,45,3,3,1
3276859,2025-11-02,9,0,4,0
9432538,2025-10-19,23,0,2,0
5131289,2025-10-16,26,0,2,1
9725998,2025-11-08,3,1,1,0
9177067,2025-09-22,50,1,4,0
7519161,2025-10-30,12,1,4,0
5379008,2025-10-25,17,3,4,0
4054782,2025-10-14,28,2,4,0
3248765,2025-10-27,15,0,4,0
8203233,2025-10-29,13,1,1,0
8772878,2025-10-26,16,0,3,0
2227809,2025-10-14,28,1,4,0
3176838,2025-11-02,9,1,4,0
8088003,2025-11-10,1,1,4,0
4771100,2025-10-24,18,2,3,0
1613295,2025-09-29,43,3,2,0
3104289,2025-10-06,36,0,3,0
1196705,2025-10-19,23,3,3,1
2298209,2025-11-09,2,4,2,0
4667070,2025-10-01,41,3,1,0
7199261,2025-11-09,2,0,2,0
2204811,2025-10-22,20,3,4,0
5568899,2025-11-10,1,2,3,1
5134506,2025-10-15,27,0,1,0
2620578,2025-10-14,28,2,1,1
9027947,2025-10-21,21,1,3,0
2417566,2025-10-31,11,3,4,1
9538128,2025-11-08,3,1,3,1
9819950,2025-09-18,54,0,1,1
7853638,2025-10-10,32,0,4,0
8703440,2025-10-29,13,0,1,0
4166465,2025-11-08,3,2,1,0
7203664,2025-10-27,15,1,1,0
4808204,2025-11-01,10,0,2,0
6832419,2025-10-24,18,1,2,0
4246232,2025-11-07,4,3,1,1
6587571,2025-11-10,1,1,4,0
2647613,2025-10-04,38,2,4,0
6812132,2025-11-03,8,0,1,0
8922761,2025-09-27,45,2,4,0
7909437,2025-10-30,12,2,2,1
1663837,2025-11-10,1,1,1,0
1895915,2025-10-14,28,0,4,0
3696215,2025-10-21,21,2,2,0
9475340,2025-09-27,45,1,3,0
2849593,2025-11-09,2,0,4,0
4153556,2025-09-14,58,0,1,1
4510088,2025-08-11,92,0,4,1
5833586,2025-10-13,29,0,4,1
1293735,2025-10-30,12,0,1,0
4716313,2025-10-18,24,0,2,0
2990309,2025-11-05,6,1,2,0
2346469,2025-10-07,35,1,3,0
3787752,2025-11-07,4,2,1,1
2209736,2025-09-30,42,1,4,1
3414410,2025-11-07,4,4,3,0
2709269,2025-11-05,6,2,2,0
4824189,2025-10-19,23,0,3,1
4222840,2025-11-02,9,2,1,0
5949378,2025-10-05,37,0,1,0
5630658,2025-10-21,21,0,3,1
7501210,2025-11-02,9,0,3,0
7270863,2025-10-18,24,0,3,0
2346876,2025-11-07,4,0,3,0
3040924,2025-11-09,2,0,2,1
8718050,2025-08-15,88,1,4,0
6037046,2025-10-27,15,0,3,0
4940873,2025-10-30,12,2,4,0
5578434,2025-11-04,7,1,4,0
9291771,2025-10-26,16,0,1,1
3629702,2025-11-06,5,2,2,0
9718272,2025-10-25,17,0,3,0
4004976,2025-10-31,11,1,2,0
8755520,2025-10-30,12,1,4,0
8746010,2025-10-29,13,1,3,0
7170907,2025-10-23,19,0,2,0
3306277,2025-10-21,21,3,2,0
1331286,2025-10-27,15,1,4,1
8337461,2025-09-16,56,1,1,0
2800413,2025-11-08,3,0,2,0
7519757,2025-10-05,37,0,1,0
9367704,2025-10-19,23,0,2,0
9469807,2025-11-05,6,1,1,0
7890505,2025-11-10,1,2,4,0
3477475,2025-10-26,16,1,1,1
8775248,2025-10-04,38,2,3,0
6649191,2025-09-29,43,2,1,1
3904881,2025-10-16,26,1,2,0
6820464,2025-10-17,25,2,1,0
6322250,2025-09-27,45,1,2,0
8831842,2025-11-06,5,2,3,0
5524530,2025-11-04,7,0,1,1
4327131,2025-11-02,9,1,3,0
6367298,2025-10-12,30,0,3,0
9669500,2025-11-04,7,0,3,0
3826077,2025-11-05,6,1,4,1
1136056,2025-11-05,6,0,1,0
4543424,2025-11-10,1,3,3,0
3261211,2025-11-03,8,1,3,0
1403744,2025-11-09,2,0,1,0
9449230,2025-11-09,2,1,4,1
2870259,2025-11-10,1,1,1,0
2716180,2025-11-09,2,2,4,1
3216945,2025-11-04,7,2,1,0
7910017,2025-10-24,18,1,1,0
1349742,2025-11-08,3,0,1,1
7208468,2025-10-13,29,0,1,0
9097050,2025-10-31,11,0,4,1
6845999,2025-10-31,11,2,3,0
5358561,2025-11-07,4,1,4,0
5866992,2025-11-08,3,2,4,0
7119583,2025-11-07,4,0,1,0
1000388,2025-11-07,4,3,1,0
3766364,2025-10-29,13,2,1,0
2978658,2025-10-30,12,1,3,0
2939900,2025-10-23,19,0,1,0
3868016,2025-10-16,26,2,2,1
8633691,2025-11-05,6,0,4,0
1267488,2025-10-27,15,0,4,0
5125845,2025-09-30,42,2,2,0
3203043,2025-10-18,24,3,3,0
3899067,2025-11-10,1,2,3,0
8779855,2025-10-24,18,0,4,0
7610300,2025-10-16,26,2,2,1
7360170,2025-10-18,24,1,3,0
2458377,2025-09-27,45,0,3,0
5663852,2025-10-23,19,0,3,1
4156745,2025-11-10,1,0,4,0
5304531,2025-11-05,6,1,3,0
5018031,2025-10-11,31,3,1,0
4911037,2025-10-20,22,1,2,1
5348785,2025-11-09,2,0,2,0
8240211,2025-08-29,74,1,4,0
8983927,2025-11-03,8,2,2,0
8580122,2025-11-01,10,0,2,0
3903722,2025-11-02,9,0,2,0
5365218,2025-11-08,3,0,1,1
6097528,2025-09-25,47,0,3,0
7131339,2025-11-07,4,1,4,0
4180878,2025-11-10,1,1,1,0
2000876,2025-11-06,5,0,2,0
2688787,2025-10-14,28,0,2,0
7853008,2025-11-06,5,1,2,0
8390389,2025-11-09,2,0,3,0
9208594,2025-10-22,20,1,3,0
1070267,2025-10-19,23,0,3,0
9785031,2025-11-10,1,3,3,0
9909735,2025-10-13,29,2,3,1
3209950,2025-10-31,11,2,1,1
3071913,2025-10-29,13,1,1,0
2867556,2025-10-26,16,1,2,1
5053614,2025-11-04,7,0,4,0
2274748,2025-11-05,6,2,2,0
9428386,2025-11-01,10,0,3,0
8815657,2025-10-24,18,1,3,0
2618621,2025-11-09,2,0,3,0
4647825,2025-11-03,8,2,1,0
9528129,2025-11-08,3,1,4,1
6874113,2025-11-07,4,0,1,0
4867092,2025-10-28,14,0,1,0
7016076,2025-10-26,16,0,3,0
3796423,2025-11-10,1,1,1,1
2784703,2025-11-05,6,1,1,0
1999984,2025-11-03,8,1,3,1
4854470,2025-09-19,53,1,4,1
8129413,2025-09-05,67,1,4,0
4557081,2025-11-07,4,0,4,1
4502429,2025-10-29,13,0,1,0
4649201,2025-08-26,77,0,3,0
9398732,2025-10-18,24,1,3,0
8741027,2025-11-07,4,3,4,1
4309897,2025-10-25,17,1,2,0
6010719,2025-11-10,1,2,2,0
8614024,2025-09-16,56,1,2,0
5117615,2025-10-07,35,2,1,0
9382447,2025-11-07,4,0,1,0
7960768,2025-10-15,27,0,4,0
5698507,2025-10-25,17,1,2,0
7492926,2025-11-07,4,0,3,1
3543356,2025-11-07,4,2,2,0
4900564,2025-09-25,47,0,3,0
5125849,2025-10-30,12,1,3,0
3711188,2025-10-20,22,1,2,0
8906299,2025-10-20,22,0,2,0
9740773,2025-11-01,10,2,3,1
6325257,2025-11-06,5,0,2,1
7633498,2025-11-05,6,2,4,0
8618110,2025-11-01,10,1,4,1
3144203,2025-11-05,6,0,2,0
3076164,2025-10-21,21,0,2,0
4279833,2025-10-14,28,3,3,0
5514324,2025-11-08,3,1,4,0
6204513,2025-11-06,5,1,4,0
1815190,2025-09-21,51,0,3,0
7021482,2025-10-18,24,3,4,1
9915807,2025-10-26,16,1,3,0
5661351,2025-11-01,10,1,4,0
7849184,2025-09-28,44,0,4,0
3896765,2025-10-12,30,1,2,0
3164759,2025-10-14,28,1,3,1
5656514,2025-09-12,60,2,1,1
2987452,2025-09-29,43,3,4,0
8294575,2025-11-10,1,1,4,0
3934564,2025-09-20,52,2,2,1
3286363,2025-10-23,19,0,3,1
3402824,2025-10-25,17,0,4,0
2228754,2025-10-23,19,1,1,0
5661532,2025-11-10,1,3,1,0
1420878,2025-10-30,12,2,1,0
4611776,2025-10-08,34,2,1,0
1042447,2025-10-04,38,0,2,0
9133710,2025-10-23,19,0,2,0
8063971,2025-10-24,18,2,1,0
3216770,2025-11-02,9,2,2,1
6025761,2025-11-08,3,1,4,1
6842042,2025-11-10,1,0,1,0
6939483,2025-10-18,24,0,3,0
5235553,2025-10-23,19,1,1,0
8305660,2025-10-09,33,2,1,1
8327609,2025-11-07,4,0,2,0
9655402,2025-11-04,7,2,2,0
6391152,2025-11-05,6,1,1,0
9767628,2025-09-23,49,0,3,0
5911794,2025-11-07,4,1,2,0
8895064,2025-10-12,30,2,3,0
5721199,2025-11-04,7,0,1,0
9852876,2025-10-23,19,2,2,0
9309960,2025-11-04,7,1,4,0
6707492,2025-10-15,27,1,4,0
6098633,2025-09-21,51,0,2,1
5800644,2025-10-22,20,2,2,0
4566227,2025-10-25,17,0,4,0
4608599,2025-10-05,37,0,3,0
8357009,2025-11-04,7,1,2,0
4914231,2025-08-18,85,0,2,1
4262444,2025-10-28,14,0,4,1
4473132,2025-10-19,23,3,1,0
9690006,2025-11-05,6,1,3,0
1718774,2025-11-01,10,0,4,0
1322296,2025-11-04,7,3,1,0
7671959,2025-11-09,2,2,2,0
7615060,2025-09-30,42,2,2,0
5756889,2025-10-21,21,0,1,0
1626483,2025-10-18,24,1,4,1
6541716,2025-11-06,5,1,4,0
3719016,2025-11-07,4,1,3,0
9900647,2025-10-13,29,0,1,1
5472944,2025-10-30,12,2,4,0
5330924,2025-10-20,22,1,3,0
5260473,2025-10-03,39,0,3,1
8352268,2025-10-19,23,5,4,0
5577222,2025-10-26,16,1,3,0
9744098,2025-11-09,2,3,2,0
8116703,2025-10-27,15,0,1,0
1141067,2025-08-26,77,1,4,0
9835626,2025-10-08,34,2,1,0
7969312,2025-10-30,12,1,1,1
4371453,2025-11-01,10,0,2,0
4320413,2025-11-01,10,0,4,0
7068079,2025-10-14,28,1,4,0
5685531,2025-11-09,2,1,4,0
3912425,2025-11-01,10,0,3,0
2184780,2025-10-25,17,1,1,0
6538008,2025-11-04,7,2,1,0
2437983,2025-10-18,24,3,1,0
9908518,2025-10-15,27,0,1,0
2305417,2025-10-26,16,2,4,0
1472422,2025-10-27,15,0,4,0
4245210,2025-10-24,18,0,3,0
3594890,2025-11-10,1,0,2,0
5633380,2025-11-04,7,1,1,1
7880513,2025-11-10,1,1,4,0
9111804,2025-11-08,3,0,3,0
1488195,2025-11-09,2,1,2,0
2888186,2025-11-09,2,0,1,0
5609490,2025-11-04,7,1,3,0
8164339,2025-07-30,104,0,2,0
3388481,2025-10-20,22,1,2,0
8145148,2025-11-06,5,0,4,1
6110805,2025-10-04,38,2,2,0
6419268,2025-10-30,12,0,2,1
8849604,2025-10-27,15,0,3,0
9028564,2025-09-30,42,0,4,0
9578691,2025-11-08,3,0,1,0
3572528,2025-11-02,9,2,3,0
2893520,2025-11-02,9,0,4,0
1279698,2025-11-06,5,2,1,0
6599999,2025-10-23,19,1,1,1
7115685,2025-10-28,14,0,3,0
9118898,2025-11-02,9,0,1,0
3425835,2025-11-07,4,1,4,0
3697208,2025-10-10,32,0,3,0
4258245,2025-11-06,5,2,3,0
8686717,2025-11-07,4,4,4,0
2226734,2025-10-23,19,3,1,0
4871703,2025-11-02,9,3,2,0
9029539,2025-11-05,6,3,4,0
9681899,2025-10-31,11,0,1,0
6803156,2025-10-27,15,0,3,0
7291769,2025-10-27,15,0,2,0
2913871,2025-11-08,3,1,3,0
7287329,2025-10-26,16,0,1,0
1924218,2025-11-10,1,1,2,0
5148431,2025-10-07,35,0,2,0
7190482,2025-09-22,50,0,1,0
4605698,2025-11-02,9,0,3,0
8326656,2025-10-30,12,2,1,0
2301024,2025-10-25,17,1,2,0
8128254,2025-10-04,38,1,4,1
9781889,2025-10-24,18,0,2,0
5234686,2025-10-21,21,0,1,0
5725477,2025-10-02,40,2,4,0
5269842,2025-11-05,6,4,4,0
3728481,2025-11-06,5,2,4,0
3669030,2025-11-04,7,0,4,1
8009172,2025-11-07,4,1,4,0
2251820,2025-08-24,79,1,2,0
1214481,2025-10-29,13,1,3,0
4903036,2025-10-28,14,1,2,0
1540384,2025-11-03,8,0,1,0
1936498,2025-10-31,11,2,1,0
8826439,2025-09-24,48,1,2,0
6857577,2025-11-04,7,2,4,0
6818557,2025-10-26,16,0,4,0
7400027,2025-11-03,8,0,3,0
6263537,2025-11-05,6,1,3,0
8174339,2025-11-06,5,0,2,0
3207973,2025-10-19,23,2,3,1
7796706,2025-11-08,3,2,4,1
1338748,2025-10-17,25,0,2,0
3609534,2025-11-08,3,2,4,0
2082106,2025-10-08,34,1,1,0
4510879,2025-11-07,4,1,3,0
6083987,2025-11-08,3,2,3,0
8260555,2025-11-02,9,1,2,0
6212484,2025-09-23,49,3,3,1
6199710,2025-10-28,14,2,4,0
4520451,2025-11-04,7,1,2,0
7458977,2025-10-22,20,2,2,0
2315689,2025-10-28,14,0,2,0
4920411,2025-11-03,8,4,1,1
1973635,2025-09-24,48,2,3,0
6462581,2025-11-10,1,1,4,0
5199030,2025-11-02,9,2,1,1
7213358,2025-09-22,50,0,2,1
6605354,2025-10-06,36,0,1,1
1840152,2025-10-26,16,1,2,0
9966444,2025-10-14,28,1,3,0
9716884,2025-10-23,19,0,3,0
6407538,2025-10-27,15,0,3,0
2328640,2025-11-09,2,0,1,0
1140316,2025-11-05,6,1,4,0
2149843,2025-10-24,18,1,3,0
7386249,2025-10-17,25,1,1,0
4757290,2025-11-10,1,2,2,0
5312795,2025-10-17,25,2,4,0
5942396,2025-10-18,24,1,1,1
6903238,2025-10-23,19,1,3,0
6609640,2025-10-31,11,1,4,1
9161838,2025-10-10,32,0,2,0
6843604,2025-11-10,1,1,3,0
3663717,2025-09-29,43,1,4,0
3460480,2025-10-22,20,0,2,1
2486814,2025-11-06,5,0,2,0
1982441,2025-11-04,7,0,4,0
4280587,2025-09-19,53,1,3,0
1952078,2025-11-07,4,0,2,0
5573177,2025-10-27,15,2,1,0
2456908,2025-10-27,15,1,3,1
6006639,2025-11-08,3,3,2,0
3623766,2025-11-08,3,1,3,1
2150574,2025-10-10,32,0,2,0
9916629,2025-11-02,9,3,3,0
5200321,2025-10-24,18,3,2,0
8184942,2025-11-08,3,0,3,0
8486365,2025-11-06,5,1,2,0
9428167,2025-10-08,34,0,1,0
2447186,2025-09-13,59,1,1,0
7822634,2025-09-20,52,0,3,0
9978634,2025-11-08,3,5,3,1
8866021,2025-11-03,8,0,3,1
4834814,2025-10-15,27,0,3,0
3366070,2025-11-07,4,0,3,0
7572938,2025-10-20,22,1,4,1
8796347,2025-11-07,4,1,3,1
8263439,2025-08-18,85,1,4,0
7575577,2025-10-10,32,0,3,0
1145970,2025-10-13,29,0,2,0
1857315,2025-10-09,33,1,3,0
9250131,2025-11-05,6,1,3,0
9869749,2025-11-10,1,0,4,0
6815375,2025-10-31,11,0,3,0
5429049,2025-11-08,3,4,1,0
5858451,2025-10-17,25,1,1,0
7481115,2025-10-27,15,0,4,0
5302435,2025-09-27,45,1,4,0
4465696,2025-10-25,17,1,1,0
2276451,2025-09-22,50,0,2,0
2622659,2025-10-17,25,1,4,0
2064138,2025-11-05,6,1,1,0
7990488,2025-10-23,19,0,3,0
7120532,2025-10-27,15,4,4,0
9010538,2025-11-09,2,1,2,1
8967913,2025-09-26,46,1,3,0
9897657,2025-11-09,2,0,4,0
6241873,2025-11-10,1,0,2,0
8442491,2025-11-08,3,2,2,0
2391702,2025-10-29,13,0,3,0
4631257,2025-11-07,4,1,1,0
2411561,2025-09-23,49,1,4,0
5653269,2025-11-02,9,0,1,0
3546112,2025-11-05,6,0,1,0
5778940,2025-10-24,18,1,4,1
6302525,2025-10-26,16,1,2,0
8077751,2025-11-10,1,1,1,0
1342315,2025-10-29,13,0,1,0
5489370,2025-10-27,15,1,3,0
2336692,2025-10-10,32,2,1,0
6569643,2025-10-24,18,1,3,0
4519938,2025-10-21,21,2,4,0
9473205,2025-08-30,73,2,4,0
3822214,2025-10-25,17,4,2,0
4798662,2025-11-08,3,1,4,0
1496954,2025-10-28,14,1,2,1
2452006,2025-11-07,4,0,3,1
5999787,2025-11-08,3,0,3,1
6231365,2025-11-05,6,1,2,0
9857911,2025-10-03,39,0,4,0
6027974,2025-10-19,23,2,3,0
9729303,2025-11-04,7,0,3,0
6259640,2025-09-12,60,2,4,0
2285529,2025-10-30,12,3,1,0
8956887,2025-10-23,19,4,3,0
5840493,2025-10-14,28,0,3,0
3298913,2025-11-04,7,1,3,0
1448472,2025-10-27,15,0,3,0
4674387,2025-10-12,30,0,3,0
5265938,2025-11-01,10,1,2,0
9299576,2025-10-26,16,0,3,0
5153174,2025-10-11,31,0,2,0
3746272,2025-11-01,10,0,2,0
7397486,2025-10-27,15,1,1,1
9501385,2025-09-29,43,3,4,0
1260474,2025-10-20,22,1,3,0
9168804,2025-10-04,38,0,1,0
7638072,2025-10-24,18,3,3,0
8581657,2025-10-07,35,1,3,0
7212607,2025-10-01,41,0,2,0
8498787,2025-10-26,16,1,3,0
4452560,2025-11-07,4,0,4,0
6116271,2025-11-10,1,0,4,0
1056314,2025-10-23,19,4,4,0
1396935,2025-11-02,9,1,4,0
2765612,2025-11-08,3,1,1,0
8806364,2025-10-27,15,2,4,0
3138949,2025-10-01,41,0,4,1
7356342,2025-10-28,14,2,4,0
2288366,2025-11-07,4,1,4,0
8909830,2025-11-07,4,1,1,0
8343225,2025-10-02,40,2,1,0
2467020,2025-10-07,35,2,2,0
8862079,2025-11-01,10,1,4,0
1634004,2025-11-10,1,0,1,0
6091577,2025-11-02,9,0,4,1
9250471,2025-11-06,5,1,1,0
8718418,2025-11-10,1,0,3,0
6460317,2025-10-30,12,0,3,0
6526203,2025-11-06,5,1,1,0
9562473,2025-10-18,24,2,2,0
5275009,2025-11-02,9,4,1,1
9626929,2025-11-05,6,0,4,0
2878346,2025-10-08,34,0,2,0
7075779,2025-10-28,14,2,1,0
7148878,2025-10-15,27,1,3,0
7747922,2025-11-01,10,0,4,0
4068293,2025-10-24,18,1,1,1
6020221,2025-09-13,59,0,4,0
6436743,2025-10-30,12,1,1,0
1996141,2025-10-31,11,2,4,0
1759224,2025-11-02,9,1,1,0
5166098,2025-10-31,11,0,1,0
4901451,2025-10-07,35,1,4,1
7223654,2025-10-22,20,2,4,0
7720911,2025-11-05,6,0,4,1
8102096,2025-10-15,27,1,3,0
1135562,2025-10-14,28,3,3,0
1555709,2025-10-14,28,0,1,1
9210881,2025-11-02,9,1,2,1
3031006,2025-10-21,21,0,4,0
5189816,2025-10-16,26,3,3,0
6634220,2025-11-03,8,0,2,0
8696764,2025-09-18,54,1,3,0
7758106,2025-10-16,26,2,1,0
5957017,2025-10-23,19,2,4,0
8122608,2025-10-03,39,0,4,0
9446854,2025-11-03,8,0,3,0
2403130,2025-11-03,8,0,2,1
9839071,2025-11-01,10,0,3,0
3359239,2025-11-07,4,1,1,1
7333814,2025-10-27,15,0,2,0
7065355,2025-10-19,23,1,2,0
5444634,2025-11-05,6,0,2,1
7334692,2025-10-23,19,0,1,0
2962793,2025-09-04,68,0,3,0
6504180,2025-11-02,9,2,3,0
9460014,2025-11-04,7,1,2,0
9399490,2025-11-09,2,2,4,0
4440924,2025-11-07,4,1,4,0
5350883,2025-10-25,17,3,2,0
2471103,2025-10-23,19,0,3,0
7499453,2025-10-16,26,2,3,0
1265115,2025-11-08,3,0,1,0
7390753,2025-10-31,11,0,4,0
5728456,2025-10-16,26,0,4,0
5084408,2025-09-13,59,0,2,0
5186991,2025-10-21,21,0,4,1
9118699,2025-09-06,66,1,4,0
2402961,2025-11-10,1,0,1,0
4562775,2025-06-26,138,2,4,0
5002119,2025-11-10,1,1,1,0
3449904,2025-10-19,23,3,1,0
5275422,2025-10-26,16,0,2,0
9124924,2025-10-24,18,3,1,0
3216976,2025-10-01,41,0,3,0
4655093,2025-11-05,6,0,4,0
1622103,2025-10-31,11,2,4,1
3327205,2025-10-18,24,1,3,0
6005852,2025-11-08,3,1,1,1
8273320,2025-09-27,45,1,1,0
9817172,2025-09-26,46,2,4,0
4265543,2025-11-04,7,1,1,1
4691743,2025-11-10,1,2,2,0
9139571,2025-10-28,14,0,2,1
6133095,2025-10-29,13,0,1,0
8052860,2025-11-10,1,1,2,0
7789216,2025-10-30,12,0,1,0
7013011,2025-10-09,33,0,4,0
7588070,2025-11-10,1,0,2,1
9730193,2025-10-08,34,2,1,1
3585740,2025-10-19,23,2,2,0
8043981,2025-08-26,77,2,2,1
3852538,2025-10-30,12,1,4,0
8268633,2025-11-03,8,2,4,0
9225676,2025-10-13,29,0,2,1
5696645,2025-10-04,38,2,2,0
7184710,2025-11-09,2,1,2,0
5010994,2025-10-16,26,2,3,0
1871482,2025-10-09,33,4,4,0
8096619,2025-11-03,8,2,4,0
8650508,2025-10-19,23,3,1,0
3603788,2025-10-13,29,3,1,0
5566935,2025-10-31,11,1,1,0
3088898,2025-11-10,1,0,2,0
6402219,2025-11-07,4,0,3,0
2278138,2025-10-09,33,1,2,1
7490509,2025-10-04,38,1,4,0
5766363,2025-11-04,7,5,1,0
1897686,2025-09-15,57,0,1,0
2434188,2025-11-03,8,4,2,0
2161415,2025-10-17,25,1,4,0
3324521,2025-11-06,5,2,4,1
3449335,2025-09-07,65,0,3,0
4394153,2025-10-23,19,1,2,1
2142914,2025-11-05,6,1,1,0
3388613,2025-11-07,4,2,2,0
5803567,2025-11-07,4,0,4,1
7587484,2025-10-14,28,0,2,0
4412221,2025-11-06,5,0,1,0
5852799,2025-11-09,2,0,2,0
9734764,2025-10-29,13,4,1,0
1293560,2025-11-06,5,0,4,0
4398494,2025-10-25,17,2,4,0
3049997,2025-10-18,24,0,1,0
7811719,2025-10-30,12,0,1,0
9457208,2025-09-30,42,1,2,1
3319243,2025-10-04,38,1,2,0
5573623,2025-10-08,34,1,1,0
6378941,2025-09-04,68,1,2,0
3842878,2025-11-10,1,3,3,0
5254277,2025-10-30,12,3,2,0
2709251,2025-11-02,9,2,4,1
1415882,2025-10-10,32,0,2,1
2953258,2025-10-27,15,0,3,1
8922414,2025-11-07,4,0,1,0
4481924,2025-11-10,1,3,2,0
3808695,2025-10-24,18,0,2,0
8852243,2025-10-26,16,2,1,0
7780086,2025-10-31,11,1,4,0
5162821,2025-10-07,35,4,3,0
2307386,2025-11-06,5,3,3,0
6245325,2025-10-31,11,0,3,0
1761170,2025-08-26,77,1,2,1
1131122,2025-10-26,16,1,3,0
4401499,2025-10-24,18,0,3,0
4278128,2025-10-26,16,2,2,0
4936729,2025-11-01,10,1,2,0
3028165,2025-10-20,22,3,2,0
5741852,2025-11-01,10,0,3,0
9527427,2025-10-31,11,1,4,0
2340524,2025-10-17,25,0,3,0
8478375,2025-09-01,71,0,3,0
9398793,2025-10-04,38,1,4,0
8946599,2025-11-09,2,1,2,1
2940350,2025-10-22,20,0,2,0
4622103,2025-10-14,28,0,3,0
6786129,2025-10-22,20,0,1,0
3580130,2025-09-18,54,2,4,0
7311128,2025-10-12,30,2,1,0
7990494,2025-11-04,7,0,3,0
8649178,2025-09-08,64,1,2,1
2554360,2025-10-24,18,0,1,0
9490495,2025-10-17,25,1,4,0
1719031,2025-09-28,44,1,2,0
9641507,2025-11-06,5,1,3,1
5478307,2025-11-06,5,1,1,0
4833586,2025-10-26,16,2,2,1
7779722,2025-09-14,58,1,1,0
8653458,2025-11-07,4,1,4,0
6053749,2025-10-16,26,0,1,1
9590461,2025-10-18,24,0,4,0
4389945,2025-11-01,10,2,1,0
4601145,2025-10-18,24,2,3,0
5067199,2025-10-13,29,2,2,0
9415390,2025-11-10,1,0,3,0
1663471,2025-10-16,26,3,3,0
9604314,2025-11-10,1,2,2,0
8986136,2025-10-08,34,1,3,0
1092517,2025-11-04,7,0,1,0
2591324,2025-10-15,27,0,1,0
8126965,2025-08-05,98,0,2,0
9266626,2025-10-14,28,0,2,0
1065442,2025-11-04,7,3,4,0
